customer_id,email,first_name,last_name,age,gender,city,country,registration_date
ee48e5b7-1bc1-4d62-b2d5-f2b6b8ae939c,ysmith@example.com,Sara,Glover,39,F,Rodneyside,Panama,2024-12-28T03:31:01
1b0d0a01-ed68-43a1-b16c-f5ccecc2dfb9,smoore@example.org,Tanya,Riley,27,M,Lake Leeton,Myanmar,2024-06-23T11:23:53
4827b7f8-ab56-464e-a073-5303534ef29d,brianromero@example.org,Casey,Jones,79,F,South David,Tuvalu,2024-09-03T14:56:07
c9e92c04-3776-4ee5-8927-592f6d43bd5f,bethwilliams@example.org,Robert,Silva,24,M,Sarahborough,Paraguay,2024-12-26T10:11:56
e27af6f5-ee3e-4d92-890c-b63bafb865aa,john62@example.net,Debbie,Bryant,42,M,North Stephenshire,Bolivia,2023-08-15T01:05:41
8aae3547-d71e-4098-9c61-793e351e3902,williamanderson@example.com,Nicole,Suarez,40,F,Justinmouth,Syrian Arab Republic,2024-08-14T01:43:58
e25aca15-2f70-40c1-9148-e70deb6ef27f,cheryl80@example.net,Lisa,Evans,56,F,East Josephville,Samoa,2024-08-21T20:15:08
ef95890f-b13e-43ce-b6c3-fb3554aa3150,josephjacobs@example.net,Matthew,Watts,69,M,Williamview,United Kingdom,2025-05-24T12:43:39
64636656-2dd2-4368-9f12-8bbabca32f48,davisrodney@example.com,Bradley,Cook,64,F,Lake Tina,Central African Republic,2025-01-14T20:57:42
9dd5d6bc-f483-420e-b087-157bebf05dc2,barnold@example.net,Alec,Jones,52,M,New Barry,Heard Island and McDonald Islands,2024-09-13T14:10:53
81c21b50-9560-448d-b158-14999384d5df,russellwilliams@example.com,Rachel,Flynn,80,F,West Jasonbury,Papua New Guinea,2023-09-06T23:37:41
98860aed-20ec-4d4e-be41-1c7c93b4ec6e,kimberly69@example.net,Eric,Spears,23,Other,Port Lisa,Turkmenistan,2024-05-04T09:08:27
48f94421-47f5-4318-9ef3-850cab38a3d0,whitesandra@example.com,Leah,Shields,36,Other,West Erik,Reunion,2023-09-11T02:27:52
5bc5291d-090f-4350-8627-7245227b80bc,ebrennan@example.org,James,Sellers,57,F,Kevinbury,Czech Republic,2023-07-07T12:33:11
e127c418-18a7-4686-a784-404d6698a92b,raymondramirez@example.org,Tammy,Ramirez,54,M,Frazierside,Greenland,2025-06-17T16:03:55
6a027662-7e1f-4f35-8758-348664da0b6b,wilsontara@example.org,Beverly,Terrell,63,M,North Candacestad,Saint Lucia,2025-02-18T23:29:59
45401fce-80ac-442f-99af-f23ac58fd86c,samuel81@example.com,Rachel,Lee,20,Other,Lake Ryanhaven,Uzbekistan,2025-03-06T13:52:06
da61a5f6-ca5b-488a-83ea-33d92b51ab4a,michaeljones@example.net,Samantha,Hanson,32,F,Lake Rachelhaven,Georgia,2024-11-18T03:12:03
2f5f8473-9cab-4d0d-9426-2902f539d164,snguyen@example.com,Angela,Lee,23,M,Byrdburgh,Nicaragua,2024-09-03T04:18:25
b45ec37f-24b9-4f69-914a-3613e13aaa09,richard04@example.com,Jason,Floyd,73,M,Stevenmouth,Peru,2023-12-02T03:05:56
7a82113e-8039-473f-85fc-4d6841dc4cb3,yleon@example.net,Gene,Miller,42,F,Clarencebury,Peru,2024-02-15T06:03:15
c92634f9-0a3a-4c1e-a7a7-9703fe7bf081,lindsayhernandez@example.org,John,Alvarez,47,Other,South Robertshire,Congo,2024-12-28T02:21:16
866e0a6b-e802-4db0-af7b-10afa7cd2b83,psnyder@example.org,Diana,Smith,71,F,Port Ronaldburgh,Spain,2024-12-10T16:09:06
da8845c6-d540-441c-a85f-98c43a1c9283,pwilliams@example.org,Stephen,Solis,28,F,Stephaniemouth,New Zealand,2025-03-13T04:14:18
05ad09bf-f030-4d23-bd03-843cf3fae586,jrivas@example.com,Phyllis,Manning,40,M,Colebury,Tajikistan,2024-10-26T10:17:12
491ea7a3-f76b-4f75-a9d9-4b87cd61acce,katie87@example.net,John,Gonzales,60,F,Jimmymouth,Ghana,2025-05-12T18:38:34
fc59f967-9f12-4892-bfd0-91579a7b9dbb,taylorjesse@example.net,Eric,Lewis,62,Other,Russellside,Lao People's Democratic Republic,2024-05-07T02:00:34
d02aa342-7b4b-4a87-afd4-4c3f0459a823,clarkrobert@example.net,Sophia,Smith,59,M,Woodsstad,French Southern Territories,2025-01-24T09:12:37
0805c3ff-8b3a-46cc-8855-01a940c1f1d0,acastaneda@example.net,Julie,Payne,56,Other,South Jeffrey,Jordan,2024-06-30T08:26:20
9d15ac59-9db9-4c2e-883f-a2cebe771087,priceelizabeth@example.com,Jennifer,Pittman,28,Other,New Amanda,United States of America,2024-04-20T04:29:09
f68d3ee5-82aa-4aa9-a68e-d79a6633bc99,millerroy@example.com,Hunter,Green,64,M,Jasonmouth,Guadeloupe,2025-01-30T09:45:58
dd39a79b-825a-4de8-a4e3-253cf2c15435,aramirez@example.com,Mary,Ruiz,28,F,West Jeffreyland,Slovakia (Slovak Republic),2024-11-06T09:00:12
66ce7751-1028-40fc-a8e9-0adb6367b71d,websterstefanie@example.org,Mary,Howell,42,F,East Thomas,Brazil,2024-08-30T04:34:15
6ffee72e-d89a-47e8-a0de-be98787c2c08,stevenscott@example.com,Gary,Lawson,77,Other,Port Loriport,Botswana,2024-09-10T14:52:53
8a19d87e-3c30-4c2a-ad9d-5579cef41135,hickmanbarbara@example.com,Randy,Espinoza,62,Other,New Hannahbury,Bosnia and Herzegovina,2024-12-11T16:02:08
d55aa4b6-b212-4016-83d0-de38b8578194,melissa91@example.net,Kimberly,Reed,32,Other,Stanleyland,Madagascar,2024-11-03T02:29:50
c72bd812-907a-4c31-b52a-9000d6c9cd50,alexander67@example.org,Ryan,Cox,38,M,Zimmermanchester,Christmas Island,2025-01-09T02:21:07
98f5f672-89ea-42e9-ad7b-95f30fb20288,christina87@example.com,Ryan,Simon,32,M,Marcusbury,Switzerland,2025-06-14T02:01:50
7b7b22b2-5a1a-4186-a615-00631f25a58f,ramirezshannon@example.com,Ashley,Barnett,69,F,Anthonymouth,Cocos (Keeling) Islands,2024-07-01T20:00:20
61ca3a74-549c-4021-9bc9-9f7555fa6e03,michaelgreen@example.com,Nicole,Haynes,43,F,Angelahaven,Yemen,2023-11-14T12:57:57
f4bce6f0-2315-42f7-a74a-9b440a82040a,allenrichard@example.net,Katherine,Vaughn,22,M,Westtown,Bermuda,2024-02-02T16:21:53
b16753f4-9332-4de3-88a5-422795ff3750,richardsanchez@example.net,Bonnie,Kennedy,76,Other,Ronaldside,Greenland,2024-03-18T09:38:22
abef5d96-f220-42b5-a040-fb99fee117dd,qnelson@example.org,David,Lee,74,Other,Lake Amandaburgh,Congo,2023-12-04T05:07:05
806a9030-ff3d-483f-8a7b-49df21fa71d6,lhill@example.net,Candice,Hooper,38,M,West Jeremy,Christmas Island,2024-02-08T22:05:32
80e32106-1445-4e5d-97ad-d929f58feedd,ericksondavid@example.org,Terri,Tran,59,F,Lake Miranda,Liechtenstein,2023-09-06T19:47:18
45f58519-c020-409e-b4ad-4a33663c017e,andrewstaylor@example.com,Matthew,Sheppard,43,Other,Shelleyfort,Brazil,2025-03-18T16:45:45
08520b7b-adb9-4f83-8e91-6fc4c7c3c015,moralescharles@example.net,Glenda,Hernandez,47,M,Christopherbury,British Indian Ocean Territory (Chagos Archipelago),2024-08-25T14:39:05
091ed4ae-43ff-44a4-897e-2825603d9cf6,yobrien@example.net,Jeremiah,Mills,34,M,Kerrport,Tokelau,2024-09-18T06:19:11
a94b7c38-c35a-45bc-8560-b4f635da7d73,ntorres@example.org,Chelsea,Singh,33,Other,Lake Jason,Panama,2023-08-21T04:51:36
04bae975-94b9-4bf5-85e1-fd3ca797c283,johnarnold@example.org,Aaron,Hayes,53,Other,Carterbury,France,2024-12-19T06:01:40
4e1c019e-042a-46b7-b554-588c7b05a32f,jacqueline71@example.net,Jesus,Baker,34,Other,South Danny,Czech Republic,2024-11-03T04:12:08
d483ce4b-b050-47ea-bc19-1219f01c6262,rebekahserrano@example.org,Brian,Sparks,55,F,Scottmouth,Portugal,2024-02-10T08:05:12
ece8ee3d-e9ed-4aa5-9caf-830c98a8d1dd,gbender@example.net,Troy,Miller,75,Other,South Jessicaview,Anguilla,2023-08-29T01:52:21
334727bb-212b-47e3-8e96-93dfefc82fa7,suzannehuff@example.net,Brenda,Smith,43,F,Barbaraburgh,Latvia,2024-07-26T05:36:11
fcf3a48f-75b8-49ed-af3e-6c0bec4b43c9,lmoon@example.net,Ryan,Olsen,32,M,South Michaelmouth,Gibraltar,2024-11-20T15:36:36
064cd00a-39e1-4926-be24-8b7ba3c51225,hodgemark@example.net,Tyler,Bates,50,F,Cervantesside,Argentina,2024-06-06T09:59:08
51c33b53-7d4a-45b7-bd5d-2bc6246b7748,edwardsmarcus@example.com,Michelle,Bryan,23,M,Lake Mollymouth,Isle of Man,2023-07-31T05:51:12
338c475c-b249-4827-986f-7e161f7492b9,aprildean@example.com,Colleen,Wolf,73,M,West Andrea,Vanuatu,2024-01-28T20:40:06
ee71253c-8afe-4b31-a634-2c333ca21f38,fgilmore@example.org,Anthony,Mccoy,27,Other,Lake Eric,Micronesia,2023-06-29T18:19:35
b9d12a00-96f2-4489-a53a-df8e070302fd,hdavis@example.com,Stacey,Holland,28,Other,South Sarah,French Guiana,2024-07-18T09:28:40
5744b8e2-e295-4476-b580-68215937d6be,robert77@example.org,Stephen,Thomas,45,Other,New William,Turkmenistan,2023-10-03T04:06:57
0eeae49f-7071-4f3d-bf43-fcb6e5ce81d4,hillkristy@example.com,Matthew,French,22,F,Loriport,Saint Kitts and Nevis,2024-02-06T00:54:01
b4d8ea01-21e6-40ce-bbf0-e337a55ee100,cgrimes@example.net,Todd,Cook,42,Other,Gibsonmouth,Trinidad and Tobago,2023-11-12T16:09:04
db299831-2f5e-4612-ae18-e7e64b32eeed,ashleyhall@example.com,Bradley,Garner,47,Other,Hughesberg,Lithuania,2023-07-17T21:30:42
235eb280-0aa3-4dee-8ea3-f36845041ad9,waynelawrence@example.org,Morgan,Alexander,34,Other,Smithberg,Ireland,2025-04-25T14:47:00
f57fb8d7-1adc-423b-a5c3-bfd4385ae1b2,charlesharrington@example.com,Matthew,Schwartz,73,M,Port Markside,Hong Kong,2024-02-20T02:24:28
cb223478-3cd0-432d-a56d-b29acceb8bd2,cbrennan@example.net,Casey,Welch,61,Other,Wendyland,Jordan,2023-09-03T14:31:44
4ff86f1d-3927-450a-af04-aa9f67f1adf2,wallaceheather@example.org,Brandon,Flynn,25,Other,Michaelchester,Cameroon,2023-12-25T19:35:10
704d0600-97c8-4ea6-9263-22482909443b,yknight@example.org,George,Miller,74,Other,Harveybury,Luxembourg,2025-05-28T03:46:56
b05d719a-1a73-479c-915e-ce84ee5246c3,jesselittle@example.com,Jonathan,Smith,66,F,Santanaside,Cayman Islands,2023-08-15T12:18:06
1a6a3faa-7661-4bd9-8135-2be6a141a5f1,llandry@example.com,Danielle,Coleman,67,Other,Stephenport,Congo,2024-04-12T22:37:04
48919545-d727-484c-9003-cb005d841a2a,yrodriguez@example.net,Michael,Phillips,39,M,Andrewfurt,Falkland Islands (Malvinas),2023-06-25T10:22:23
3e5ec27b-a0b5-4d07-8e7f-58f1c22c764f,lozanojulie@example.com,Kimberly,Hall,36,F,Jefferyborough,Niger,2023-12-30T19:26:17
7f01743c-8c48-4fb4-bf74-f2ac2ad7b9d6,courtneyberger@example.net,Benjamin,Kramer,28,F,New Michaelberg,Bermuda,2025-05-25T16:06:27
eefd6954-519a-42ec-a206-b22a72a45900,mark62@example.org,David,Ryan,18,Other,Alyssaview,Switzerland,2023-10-24T22:44:47
563f0b78-3cfb-4c5d-9440-ed066ff62475,robin74@example.net,Monica,Brock,74,Other,Mccartyberg,Saudi Arabia,2023-12-11T09:10:43
e60c5503-db07-4bfe-aa27-9bc15b9c41c3,zcoffey@example.net,Michael,Gibbs,34,Other,West Amandamouth,Heard Island and McDonald Islands,2024-11-22T17:50:46
89bdfdaf-4d9c-4a6e-8f91-4ec23cf47fc2,brenda51@example.net,Jesus,Johnson,66,M,Rosebury,Oman,2023-08-07T05:52:01
f4df0ad6-2428-499a-872b-76f8102f2761,tblankenship@example.net,Ricky,Taylor,50,M,West Wendyville,Bhutan,2023-12-18T12:24:21
